"RT anahikari HOJE TEM BRASIL  To aqui torcendo mas fui obrigada Quem é você na torcida Kkkk  WorldCup Worldcup2018Russia BRAxSUI B…"	0
"MEX ganhou da GER BRA empatou com a SUI  GER ganhou do BRA na última copa Logo 1°  MEX 2°  GER 3° … "	0
"A Sra ja tem o cartão da Riachuelo  Copa2018 BRAXSUI "	0
"RT porvir Ontem foi dia de estreia do Brasil na Copa do Mundo O jogo BRAxSUI terminou em empate mas a seleção ainda tem chance de cont…"	0
"RT oieusou0goku Primeiro tempo  segundo tempo BRAxSUI "	0
"RT yeahtif nao ia estar tão pistola se a gente só tivesse empatado a questão é  1 o gol foi irregular  2 o arbitro de video é decorat…"	0
"RT VickyGrayson Terminamos empatados no jogo Mais no quesito memes ninguem vence o Brasil  BRAxSUI "	1
"RT osgatosdacopa já nao basta roubar nosso ouro agr querem roubar nosso hexa   BRAxSUI "	2
"RT MscSilvaJ Resultado do jogo de hoje BRAxSUI "	0
"RT goodforv Essas duas pessoas hj carregam todo ódio de uma nação BRAXSUI "	2
"RT LoLegendsBR TÁ SAINDO DA JAULA O MONSTRO 💚🤞💛   ✔ Foto de perfil com faixa de 100 Jesus  ✔ Croma Verde Amarelo  ✔ Azir Pistola  ✔ Nam…"	0
"RT tiosambr BRAxSUI Senhora volta aqui Senhora Senho ra Esquece tenho que puxar "	0
"RT unlockscreen MENINO NEY  — RT se salvar se não der RT é azar para o Brasil — Fav se gostar — print se usar  tayy Bra BRAxSUI htt…"	0
"RT srdeabo Devolve o salário dos Professores Neymar   BRAxSUI"	0
"RT asas1000notw Fica titi não BRAxSUI "	0
"RT omarcelosacana O país da corrupção levando gol  roubado da Suíça Complicado BRAxSUI WorldCup Russia2018"	2
"RT hayescrota1 quando eu falo que é marcação  BRAxSUI "	0
"RT MattVini21 Imagens de todos nós antes do jogo de BRAxSUI "	0
"RT RomagagaGuidini BORA BRASIL   FAZ UM GOL NA MINHA TRAVE  NEYMARJR 😂😂😂 BRAxSUI Copa2018  Brasil BrasilCampeã Neymar Russia2018…"	0
"admitiu o erro ok blz chocou um total de 0 pessoas pq TODO MUNDO VIU QUE TAVA ERRADO   agora como que corrige o err… "	2
"Pessoal tudo se matando pelo jogo BraxSui e eu tô como Que merda tá acontecendo Sério gente eu dormiJoguei J… "	0
"RT LatuffCartoons Estou assaz decepcionado com o BRAxSUI Ao invés do empate o Brasil poderia ter perdido ora Pô picapau Neymar me…"	2
"RT CBFFutebol ROLOU A BOLA Começou a Copa do Mundo para o Brasil Vamos torcer muito pela nossa Seleção ⚽  🇧🇷 00 🇨🇭  BRAxSUI "	1
"Kkkkkkkkkkkkkkkkkkkkkkk iae Suíça  Se liga nesse histórico Brasil humilhou os boiolas argentinos  os ladrões de ou… "	0
"Ainda revoltada com o juiz ladrão que apitou o jogo tão querendo engrossar nosso angú  BRAxSUI  🤬"	2
"Caralho mano os Suíços achando que pode fazer memes com nos BR alguém avisa que acabamos de esmurra Portugal   Que… "	2
"Vender e comprar carro aqui na Volanty é tão simples que estouramos um balão desses todos os dias 😎🎈📌… "	0
"RT waleskapeixoto Suíça quer começar gerra de memes com o Brasil  Brasileiros BRAXSUI "	0
"RT godsweetener Bruna marquezine os 4 Estados de espirito dos brasileiros nesse BRAxSUI  Copa2018 "	0
"RT EPiores BRAxSUI  eu to só essa bola da Suíça "	0
"Pode vim Suíça só não pode apelar depois     braxsui"	0
"RT hangulptbr o br solta fogos com raiva do resultado mas solta come o churrasco com raiva mas come bebe pra esquecer os problemas mas…"	2
"RT ConexaoBTSBR E É GOOOOOOOOOOOOOOOL 🇧🇷💓  BRAxSUI "	0
"RT xksprouse au a luta do mundo  onde garotos da Suíça que tinham um sonho de se tornarem lutadores são obrigados a jogar na copa do mu…"	0
"RT leticiaAmaral2 mostratuaforça BRA Copa2018 eu acho é graça se isso acontecer Eles n sabem com quem estao se metendo Coitados B…"	2
"RT anahikari Se o hexa viesse pelo quesito CRIATIVIDADE a gente já era hexa há muito tempo hahahaha  WorlCupRussia2018 Copa2018 BRAx…"	1
"RT RafaelGoms07 Esse juíz Como explicar esse juíz   BRAxSUI "	0
"Ahhh tão engraçado claro que a FIFA não vai entregar os áudios e vai defender a palhaçada que foi aquele jogo… "	2
"RT louistbabycakes primeiro que o goleiro da seleção brasileira nem é gente é obra de arte BRAxSUI "	1
"Neymar Se Machuca  Com dores NeymarJr abandonou o treino da Seleção mancando  "	0
"RT parruhteixeira A Suiça ainda não entendeu que aqui é Br Não há para ninguém quando o assunto é memes BRAxSUI "	0
"RT renanfileto Segue foto da cabine do árbitro de vídeo no domingo passado  Brasil x Suiça  Copa2018 CopaDoMundo BRAxSUI Brasil ht…"	0
"RT Apassivs UM MEME NUNCA ME REPRESENTOU TANTO JUIZ LADRÃO DO CACETE BRAxSUI "	2
"RT realmariobrasil MEU DEUSSSS QUASE IA SER GOL EU NÃO AGUENTO MAIS BRAxSUI"	2
"RT OutcastTofoli BRAXSUI hur foi 1x1 mas o Brasil leva de 10 em educação saúde blá blá blá CARALHO BICHOPUTA GENTE CHATA "	2
"RT vitaminalivros Esse post nos definiu completamente Copa2018 CopaDoMundo  BRAxSUI WordCup2018 WorldCup Worldcup2018Russia "	0
"RT laurazvixen ALGUÉM PRECISA PARAR ESSAS BLOGUEIRAS IMEDIATAMENTE  BRAxSUI "	2
"RT edsonbmneto O juiz do jogo de hoje foi sem dúvida o mais filho da puta que eu já vi Mas tem que se lascar uma disgraça dessas BRAxS…"	2
"RT ngmyesdoor Olha os SUÍÇOS fazendo meme pro Brasil  A GUERRA FOI PLANTADA  BORA MOSTRA O QUE É UM MEME DE VERDADE  BRAxSUI Bra Sui…"	0
"RT CobraJosef2004 MORSTRA TUA FORÇA BRASIL É AMARRA O JUIZ NA FOGUEIRAAAAA  BRAxSUI "	2
"RT RainhaCarminha  Enem 2018 O primeiro jogo da seleção brasileira na copa de 2018 foi roubado por  A Juiz B Árbitro de vídeo C…"	0
"RT FoxSportsBrasil 🇧🇷 Olha os lances aí O Brasil foi prejudicado pela arbitragem FOXNaRússia JogaOQueSabe BRAxSUI  🔁 SIM ❤ NÃO "	2
"RT bchartsforum ATENÇÃO FIFA JUIZINHO DE MERDA E AFINS BRA Copa2018 BRAxSUI "	2
"RT osgatosdacopa NEYMAR COM CARA DE DOR SENTINDO A PERNA MEU DEUS DO CÉU EU VOU MORRER braxsui "	2
"RT srdeabo A coisa começou a dar errado no Brasil  Quando isso  Virou isso   Copa2018 BRAxSUI "	2
"RT EuCristinaaa Japão ganhou da Colômbia México ganhou da Alemanha Brasil empatou com a Suíça TO COM MEDO ESSA COPA TÁ TUDO AO CONTRÁ…"	2
"RT nosensecamren Alisson estourando com vontade a bola da Suíça foi a melhor coisa desse jogo kkkkkkk BRAxSUI "	1
"Retweeted Blog Vitamina Livros vitaminalivros  Esse post nos definiu completamente Copa2018 CopaDoMundo… "	0
"RT biagiochiappett Aonde eu estiver  BRAxSUI "	0
"RT osgatosdacopa IMAGENS DO ARBITRO DE VIDEO DE BRASIL X SUIÇA BRAxSUI "	0
"RT CBFFutebol 1T 32min  neymarjr bateu escanteio e gabrieljesus33 cabeceou para o meio da área mas nenhum brasileiro chegou Boa cha…"	0
"RT gabrieugalvaum Queria ter uma amizade bonita igual a do juiz e a suiça braxsui"	0
"RT carolcomcmsm BRAxSUI todos nesse momento "	0
"RT carneiromarcos Meme na TV Suíça sobre BraxSui hahahahaha Copa2018 "	0
"RT XIUMINHAUZIN BRAxSUI Observem a nova pessoa mais odiada do Brasil "	0
"RT calubarros Metáfora do jogo de estréia Suíça é o PSDBPMDB Brasil é o PTLulaDilma Juiz é o Moro Juiz do video é o Gilmar Mendes…"	0
"RT CBFFutebol 1T 11min  QUAAASE Primeira chegada do Brasil De PhilCoutinho para neymarjr daí para paulinhop8 e a bola raspou a…"	0
"RT xboxlivepedro Dos mesmos criadores de Missão impossível protocolo hexa SegundaDetremuraSdv  BRAxSUI  Copa2018 "	0
"Eles tão achando que ganharam a copa né foi empate meus amigos e outra  esse jogo foi claramente roubado Suíça é… "	2
"RT cleytu JUIZ LADRÃO BRAxSUI "	2
"RT realmariobrasil O Brasil foi roubado até no jogo BRAxSUI"	2
"Qualquer semelhança é mera coincidência neymarjr   Neymar BrasilxSuica BRAxSUI  BRA Copa2018 CopaDoMundo "	0
"RT focusondiley Pelo menos o gol da minha seleção além de legítimo e regular foi lindo vc quer Suíça AMEM COUTINHO BRA BRAxSUI "	1
"RT Larryexxplosion MENINO NEY TÁ SENTINDO DOR  TÁ VENDO OQ VOCÊS FIZERAM SUÍÇOS   BRAxSUI "	0
"RT MauraSSantos1 A Suiça ja roubou no jogo ontem agora quer roubar nos memes NAO VAI ROLAR BRAxSUI guerradememes Copa2018"	2
"RT brunawif KKKKKKJ Lembrando o grito que eu dei quando o Alisson estourou a bola da Suíça BRAxSUI "	0
"RT jaquelinevietro Em português bola  Em inglês ball  Em italiano palla  Em coreano 공 Na Suíça neymar   BRAxSUI BrasilRumoAoHexa"	0
"RT euhernande27 FIFAO árbitro de vídeo veio pra revolucionar o futebolserá positivo pra todo mundo BRASILOh mãe a FIFA disse que o ár…"	0
"RT TheBlurryface Namorando com vc depois de terminar o namoro  BRAxSUI "	0
"Só um aviso vcs n vão conseguir O Brasil é a turma do fundão  braxsui"	0
"Kkkkkk Mexicano pago em Pesos BRAxSUI "	0
"Tá chamando para treta kkkkk coitados Não acredito que vamos ter que decidir no twitter esse empate em campo … "	0
"Lamentável o desserviço de informação da RGT referente ao jogo BRAxSUI  Lances interpretativos os jogadores do… "	0
"RT LucasFalabbb Um aviso prós jogadores da Suíça BRAxSUI "	0
"RT anahikari Por dentro tamo torcendo  Por Fora Temer   BRAxSUI Copa2018 WorldCupRussia2018 ForaTemer "	0
"RT osgatosdacopa se eu encontro com esse juiz BRAxSUI "	0
"RT RainhaCarminha Eu sexta feira voltando a torcer pro Brasil depois do surto de hoje BRAXSUI "	0
"RT unlockscreen 🇧🇷 Lockscreens Canarinho Pistola 🐥🇧🇷  💚 rt se pegar 💛 Fav se gostar  💚 Print se usar   Bra BRAxSUI Kat "	0
"RT poxadani97 TIRA DAIIIIIIIIII Mari pede pro Felipe promover nos CopanoCinema WorldCup VamosBrasil BRAxSUI CopaDoMundo2018 ht…"	0
"RT CBFFutebol FIM DO PRIMEIRO TEMPO O Brasil vai vencendo por 1 a 0 golaço de PhilCoutinho WorldCup  🇧🇷 10 🇨🇭  BRAxSUI "	0
"BRAxSUI podem vir suíços "	0
"RT mvitrola neymar me decepcionou demais BRAxSUI"	2
"RT jonilsonsales Tudo culpa do estagiário  BRAxSUI  WorldCupRussia2018 "	2
"RT CBFFutebol 1T 41min  Primeiro tempo vai chegando ao fim por aqui O Brasil está na frente – golaço de PhilCoutinho WorldCup  🇧🇷…"	0
"Justo com o país dos memes  Debochar é uma de nossas especialidades BRAxSUI"	0
"RT bysnowqueen Goleiro do Brasil abençoando sua tl  BRAxSUI  MostraTuaForca "	1
"suíça mal começou a copa já tá com 2 saldo de gols Copa2018 BRAxSUI "	0
"A Suíça agora diz que vai competir memes com o Brasil Meus queridos a gente manda essa porcaria de memestemos as… "	0
"Colômbia BRAxSUI Suíça Neymar TercaDetremuraSDV Borja Rússia e Egito MC Pikachu COLxJAP James Rodriguez ASSISTA… "	0
"Brasil x Suíça  Melhores Memes    TercaDetremuraSDV worldcuprussia2018 VemHexa… "	0
"RT littletoowes imagens exclusivas do árbitro de vídeo assistindo o jogo TudoPronto BRAxSUI VaiBrasil "	0
"RT LuciferBRA Vai brasil kkj  BRAxSUI Lucifer "	0
"RT irisstefanelli Já na torcida VaiBrasil BRAxSUI BrazilVSSwitzerland 🇧🇷 "	0
"RT Matheus32531456 O Brasil é uma máquina de memes e eu posso provar   BRAXSUI "	0
"RT pattzjimin Parabéns ao melhor jogador da Suíça O Juiz  BRAxSUI"	0
"RT wolfiebiebsz O GOLAÇO DO COUTINHO PRECISA SER APRECIADO BRAxSUI "	0
"RT tzuyulip descontando os estresses do jogo aqui BRAxSUI "	0
"RT AmorAlbuquerque BRAxSUI Um recadinho para os próximos adversários "	0
"RT IsaacNervoso POR ENQUANTO CRISTIANO RONALDO TEM MAIS GOLS QUE A ALEMANHA A ARGENTINA E O BRASIL JUNTOS   BRAXSUI Copa2018  Bra…"	0
"RT wagner7jr Qualquer semelhança é mera coincidência neymarjr   Neymar BrasilxSuica BRAxSUI  BRA Copa2018 CopaDoMundo "	0
"RT bymochim olha aqui brasil vcs tratem de fazer gol q eu não fui xingada pelos portugueses atoa  BRAxSUI"	0
"RT CBFFutebol Seleções entrando em campo Os capitães Marcelo e Lichtsteiner puxam as filas de Brasil e Suíça para esse primeiro desafi…"	0
"RT jiminflly Não foi empate foi roubo   BRAxSUI"	2
"carneiromarcos É eles realmente estão passando vergonha Suíça acha que sabe derrubar os Brs nos memes mal sabe e… "	0
"RT acarou Um aviso prós jogadores da Suíça BRAxSUI "	0
"RT CocaColaBr Estreia galera churrasco e CocaCola Se a gente não tá pronto eu não sei quem tá TudoPronto BRAxSUI "	0
"RT BuffaloDoFrame A suiça deveria ter orgulho de jogadores como ele Jogou dms BRAxSUI "	1
"Estreia do Brasil na “Copa” ultrapassa 55 pontos no PNT e vai à 41 no Uruguai  Copa2018 BRAxSUI"	0
"RT Alexspa BRAxSUI tá preocupado com o juiz que atrapalhou a seleção e tals O tesouro recém encontrado em solo brasileiro e que perte…"	0
"RT CocaColaBr Esse jogo tá tenso demais Bora dar um gás pra sair com a vitória galera TudoPronto BRAxSUI "	1
"RT AllanRhuan3 Kkkkkkkkkkkkkkkkkkkkkkk iae Suíça  Se liga nesse histórico Brasil humilhou os boiolas argentinos  os ladrões de ouros por…"	1
"RT lolesportsbr Vocês acharam que não ia ter torcida aqui no lolesportsbr Acharam errado Vai Brasiiiil VemHexa BRAxSUI "	0
"RT jonhcleisson Então galera declaro a 4° guerra memeal SegundaDetremuraSDV BRAxSUI "	0
"RT daeguKTH BRAxSUI Objetivo da Suíça     ganhar X Matar o Neymar"	0
"RT Imaginedosbts neymar a gente vai jogar agora suiça eu não jogo eu bato  com força BRAxSUI"	0
"Chega no crush e diz Vc nao é o juiz do jogo BRAxSUI  mas vc roubou meu coraçao Bora sipegar Worldcup2018Russia"	0
"RT leestranha eu tô quase esquecendo o  e ele manda um tô com sdds BRAxSUI "	0
"RT Enquette BRAxSUI Na sua opinião a arbitragem esta favorecendo a seleção da Suíça contra o Brasil"	0
"RT isadoramabelly meu novo hobbie é ir no instagram do jogador da Suíça que agora está sendo odiado e ler os comentários dos br KKKKKK eu…"	0
"faz quadradin de oito BRAxSUI "	0
"RT sionme Claramente as duas pessoas que despertaram o ódio da nação brasileira nesse jogo BRAxSUI "	2
"RT voyezvoousme  não foi pênalti  eeee vai ver o jogador da Suíça só quis da um abraço no Jesus  BRAxSUI "	0
"RT FoxSportsBrasil 🇧🇷 Neymar apanhou tanto que chegou a ter o meião rasgado pelas travas de um suíço FOXNaRússia JogaOQueSabe BRAxS…"	2
"RT ConexaoBTSBR Esse juíz e a Suíça são mais que amigos são friends Que roubo meus amigos que roubo  BRAxSUI"	2
"RT samuelpeixoto Juiz desconsidera as provas contundentes despreza a tecnologia e prejudica o país E viva os bancos suiços Para que exi…"	2
"Brasil x Suíça  Melhores Memes    TercaDetremuraSDV worldcuprussia2018 VemHexa… "	0
"RT effyxz Homens mais odiados pelo Brasil atualizado com sucesso BRASUI BRAxSUI "	0
"RT bchartsforum O jogo terminou em 1x1 mas foi um 2x0 moral JUIZ LADRÃO NÃO É ARTISTA BRA BRAxSUI Copa2018 "	0
"RT osgatosdacopa ALGUÉM ME SEGURA BRAxSUI "	0
"RT debochadissimo Agora vamos saber quem fez o gol mais bonito     Coutinho  RT  Cristiano  Fav  BrasilxPortugual BRAxSUI "	0
"esses suíços tudo poc BRAXSUI"	0
"RT CBFFutebol 2T 46min  Acréscimo de tempo gtgt 5 minutos WorldCup  🇧🇷 12 🇨🇭  BRAxSUI"	0
"O Brasil é uma máquina de memes e eu posso provar   BRAXSUI "	0
"RT FoxSportsBrasil 🇧🇷 Quem viu esse encontro entre Alisson e o balão FOXNaRússia JogaOQueSabe BRAxSUI "	0
"Japão ganhou da Colômbia México ganhou da Alemanha Brasil empatou com a Suíça TO COM MEDO ESSA COPA TÁ TUDO AO… "	0
"RT amandaramosfer ESSE FILME EU JÁ VI  so to esperando o momento q o menino neymar vai levantar e aplicar o golpe da cobra BRAxSUI most…"	0
"RT 3coracoes denilsonshow Nossos 💚💛💙 estão tensos mas confiantes nessa seleção E o seu denilsonshow JogueComCoração BRAxSUI "	0
"RT ArrumadorHB BRAxSUI podem vir suíços "	0
"RT CBFFutebol FIM DE PARTIDA A SeleçãoBrasileira estreia na Copa com empate em 1 a 1 com a Suíça gol de PhilCoutinho WorldCup  🇧🇷…"	0
"BRAxSUI  O Brasil inteiro nessa guerra de memes "	0
"BRAxSUI Senhora volta aqui Senhora Senho ra Esquece tenho que puxar "	0
"RT syanne10063027 despertador A  Eu  BRAxSUI "	0
"CopaDoMundo BRAxSUI  o brasil ta tão merda que poderia se chamar minha vida"	0
"RT nosensecamren ALISSON ESTOUROU A BOLA DA SUÍÇA KKKKKKKK BRAxSUI "	0
"RT RainhaCarminha Pelo menos o Brasil nem ganhou e nem perdeu pior foi a Alemanha que perdeu no jogo de estreia contra o México  BRAXS…"	0
"RT didicodamimosa QUE GOLAÇO DO COUTINHO BRAxSUI "	0
"RT TiiiahDosBolos Querido ranço do Brasil camisa 11 da Suíça respeite o nosso menino Ney pois ele é apenas um jogador de FUTEBOL e não…"	0
"Segue foto da cabine do árbitro de vídeo no domingo passado  Brasil x Suiça  Copa2018 CopaDoMundo BRAxSUI… "	0
"PERA AE  Suíça quer roubar nossos memes  já roubaram no jogo agora nos memes    braxsui"	0
"RT BiaLouraa O PRÓXIMO JOGO VAI SER MELHOR O PRÓXIMO JOGO VAI SER MELHOR O PRÓXIMO JOGO VAI SER MELHOR O PRÓXIMO JOGO VAI SER MELHOR  O P…"	1
"RT marianaborgesg Olhem esse camisa 11 nojento falso vo passar com um foguete na bunda desse otário BRAxSUI "	1
"RT joanamelom pegaram o neymar pelo PESCOÇO juiz   BRAxSUI "	0
"RT QueridoOficial Árbitro de vídeo BRAxSUI "	0
"RT TourProjetosBTS PARABÉNS AO JUIZ QUE JOGOU PELA SUÍÇA  BRAxSUI BRA"	0
"RT serenditpy a seleção cheia de garra jogando bonito os jogadores dando o sangue em campo lutando pra vir um time com 0 ética esporti…"	1
"RT MdLivros Leitor não sofreu muito hoje na copa Já estamos acostumados a torcer pros personagens ficarem juntos nas últimas paginas do…"	0
"RT pelegrini65 Desde 2014 é só vexame Huck no camarote do Itau puxando Vai Tomar no C na abertura da Copa do Mundo no Brasil 7x1 pra A…"	2
"RT TudoMendesArmy O GOLAÇO DO COUTINHO MERECE SER APRECIADO  BRAxSUI Bra   "	1
"RT copamae Neymar tá tentando mais que uma sobrinha minha tentou passar em medicina É enfermeira hoje Né falando mal não   BRAxSUI"	1
"RT wcsmars Pessoas que uniram o ódio do povo brasileiro BRAxSUI "	1
"RT CanalWillian Brasil x Suíça  Melhores Memes    TercaDetremuraSDV worldcuprussia2018 VemHexa RumoaoHexa R…"	0
"RT gluiky quem fez esse gif merece um prêmio BRAxSUI CopaDoMundo "	0
"Oq é as faltas feitas no Neymar perto da falta que eu sinto do meu dinheiro na minha conta bancaria BRAxSUI… "	0
"RT osgatosdacopa EU TO SÓ O MARCELO COM O RESULTADO DESSE JOGO BRAxSUI "	0
"RT FoxSportsBrasil 🇧🇷 De 0 a 10 qual a nota da atuação do Brasil contra a Suíça JogaOQueSabe BRAxSUI FOXnaRússia "	0
"RT mayarabarros201 Conclusão do jogo GOLAÇO DE COUTINHO ÁRBITRO DE VÍDEO COMENDO PIPOCA JUIZ COMPRADO PELA SUÍÇA JOGADORES DA SUÍÇA A…"	1
"Sobre o jogo do BRAxSUI  Como é  Como o camisa 11 vê "	0
